2.14046822742475e+002,1.10738255033557e+002
7.85953177257525e+002,1.10738255033557e+002
7.85953177257525e+002,8.85906040268456e+002
2.14046822742475e+002,8.85906040268456e+002
2.14046822742475e+002,1.14093959731544e+002
2.27424749163880e+002,1.24161073825503e+002
7.72575250836120e+002,1.24161073825503e+002
7.72575250836120e+002,8.72483221476510e+002
2.27424749163880e+002,8.72483221476510e+002
2.27424749163880e+002,1.27516778523490e+002
2.60869565217391e+002,1.51006711409396e+002
3.87959866220736e+002,1.51006711409396e+002
5.98662207357860e+002,4.32885906040268e+002
5.98662207357860e+002,1.51006711409396e+002
7.39130434782609e+002,1.51006711409396e+002
7.39130434782609e+002,6.91275167785235e+002
6.18729096989967e+002,6.91275167785235e+002
4.04682274247492e+002,4.02684563758389e+002
4.01337792642140e+002,7.01342281879195e+002
7.39130434782609e+002,7.01342281879195e+002
7.39130434782609e+002,8.42281879194631e+002
2.57525083612040e+002,8.45637583892618e+002
2.80936454849498e+002,8.25503355704698e+002
3.07692307692308e+002,8.25503355704698e+002
3.07692307692308e+002,7.75167785234899e+002
3.47826086956522e+002,8.25503355704698e+002
3.71237458193980e+002,8.25503355704698e+002
3.71237458193980e+002,7.24832214765101e+002
3.84615384615385e+002,7.24832214765101e+002
4.14715719063545e+002,7.24832214765101e+002
4.31438127090301e+002,7.58389261744966e+002
4.34782608695652e+002,7.58389261744966e+002
4.51505016722408e+002,7.24832214765101e+002
4.81605351170569e+002,7.24832214765101e+002
4.48160535117057e+002,7.81879194630873e+002
4.48160535117057e+002,8.25503355704698e+002
4.81605351170569e+002,8.25503355704698e+002
4.84949832775920e+002,8.02013422818792e+002
4.88294314381271e+002,7.75167785234899e+002
4.91638795986622e+002,7.55033557046980e+002
4.94983277591973e+002,7.41610738255034e+002
4.94983277591973e+002,7.24832214765101e+002
5.21739130434783e+002,7.24832214765101e+002
5.45150501672241e+002,7.78523489932886e+002
5.71906354515050e+002,7.28187919463087e+002
5.95317725752508e+002,7.28187919463087e+002
5.98662207357860e+002,7.41610738255034e+002
6.02006688963211e+002,7.61744966442953e+002
6.05351170568562e+002,7.75167785234899e+002
6.08695652173913e+002,8.02013422818792e+002
6.12040133779264e+002,8.22147651006711e+002
6.28762541806020e+002,8.22147651006711e+002
6.28762541806020e+002,7.24832214765101e+002
6.52173913043478e+002,7.24832214765101e+002
6.88963210702341e+002,7.75167785234899e+002
6.92307692307692e+002,7.75167785234899e+002
6.92307692307692e+002,7.24832214765101e+002
7.19063545150502e+002,7.24832214765101e+002
7.19063545150502e+002,8.25503355704698e+002
6.95652173913044e+002,8.25503355704698e+002
6.55518394648829e+002,7.75167785234899e+002
6.55518394648829e+002,8.22147651006711e+002
5.85284280936455e+002,8.22147651006711e+002
5.81939799331104e+002,7.95302013422819e+002
5.78595317725752e+002,7.75167785234899e+002
5.71906354515050e+002,7.75167785234899e+002
5.48494983277592e+002,8.22147651006711e+002
5.45150501672241e+002,8.22147651006711e+002
5.15050167224080e+002,7.71812080536913e+002
5.11705685618729e+002,7.91946308724832e+002
5.08361204013378e+002,8.18791946308725e+002
5.08361204013378e+002,8.25503355704698e+002
4.18060200668896e+002,8.25503355704698e+002
4.18060200668896e+002,7.85234899328859e+002
3.84615384615385e+002,7.28187919463087e+002
3.67892976588629e+002,7.24832214765101e+002
3.44481605351171e+002,7.24832214765101e+002
3.44481605351171e+002,7.75167785234899e+002
3.07692307692308e+002,7.24832214765101e+002
2.80936454849498e+002,7.24832214765101e+002
2.80936454849498e+002,8.22147651006711e+002
2.57525083612040e+002,8.42281879194631e+002
2.57525083612040e+002,1.51006711409396e+002
